AREA,PERIMETER,MAJOR_AXIS,MINOR_AXIS,ECCENTRICITY,ROUNDNESS,COMPACTNESS,Class
469185,2486.4851,888.2744,674.7036,0.6504,0.9536,0.8701,3
447729,2454.4851,825.5548,695.3279,0.5391,0.9339,0.9146,3
408254,2345.2939,803.289,647.9013,0.5912,0.9327,0.8975,3
439268,2470.478,824.1238,683.5867,0.5586,0.9044,0.9075,3
472349,2494.425,865.7357,696.8496,0.5934,0.954,0.8958,3
446318,2426.532,849.0756,672.7661,0.6101,0.9525,0.8878,3
454346,2487.5029,908.6619,639.1868,0.7108,0.9227,0.837,3
449166,2454.5291,901.2678,637.0666,0.7074,0.9369,0.8391,3
449218,2453.3081,846.1549,680.5297,0.5943,0.9379,0.8938,3
478413,2551.095,953.5176,640.8135,0.7405,0.9238,0.8185,3
420085,2375.873,830.7269,646.0511,0.6286,0.9352,0.8804,3
443501,2441.2361,882.5625,641.8201,0.6864,0.9352,0.8514,3
484869,2541.9839,872.7412,714.8731,0.5736,0.943,0.9003,3
457583,2452.2009,840.6153,695.8944,0.561,0.9562,0.908,3
443176,2396.9109,812.2444,696.6966,0.5141,0.9694,0.9248,3
481197,2549.073,878.5006,699.7644,0.6046,0.9306,0.891,3
442441,2480.033,872.0508,653.3934,0.6623,0.904,0.8607,3
454113,2503.1279,858.8807,680.7171,0.6098,0.9108,0.8853,3
503974,2596.7581,932.0193,690.7506,0.6714,0.9392,0.8595,3
425053,2407.5581,845.6929,644.9402,0.6468,0.9215,0.8699,3
447583,2447.01,866.6195,658.6447,0.6499,0.9393,0.8711,3
514745,2630.8369,899.1757,735.891,0.5746,0.9346,0.9003,3
430605,2414.2571,820.7172,676.4396,0.5663,0.9284,0.9022,3
385329,2262.3159,782.571,632.79,0.5884,0.9461,0.895,3
398543,2366.3721,873.9631,592.5698,0.735,0.8944,0.8151,3
464259,2486.0669,873.2936,680.3309,0.627,0.9439,0.8804,3
365520,2265.8479,829.2069,567.5129,0.7291,0.8947,0.8227,3
481062,2549.1389,847.0374,724.6221,0.5178,0.9303,0.924,3
412498,2397.5879,903.157,587.2843,0.7597,0.9017,0.8024,3
421470,2374.4221,824.2023,652.1113,0.6116,0.9394,0.8888,3
404150,2332.8379,832.4753,623.8899,0.6621,0.9332,0.8617,3
476205,2534.3921,879.4092,695.4839,0.612,0.9317,0.8854,3
407629,2301.946,776.3053,672.4045,0.4998,0.9667,0.928,3
451992,2445.5029,844.5334,687.8657,0.5802,0.9497,0.8983,3
386536,2280.7981,768.471,644.8983,0.5438,0.9337,0.9129,3
435528,2430.1211,789.1514,707.8071,0.4422,0.9268,0.9436,3
441826,2486.4771,942.0581,603.129,0.7682,0.898,0.7962,3
441779,2426.1641,831.9905,678.0819,0.5794,0.9431,0.9014,3
462347,2516.8679,845.5637,697.9985,0.5644,0.9172,0.9074,3
476569,2536.7649,886.8546,689.8232,0.6285,0.9306,0.8783,3
368069,2297.5349,836.8202,572.043,0.7299,0.8762,0.8181,4
349184,2214.7261,792.7963,600.6845,0.6526,0.8946,0.841,4
368900,2398.188,855.3609,560.061,0.7558,0.806,0.8012,4
355024,2242.1531,795.743,573.1878,0.6936,0.8874,0.8449,4
350266,2210.168,751.1333,602.6666,0.5969,0.9011,0.8891,4
398202,2425.731,872.2453,597.3273,0.7287,0.8504,0.8163,4
418931,2416.0901,881.6053,607.8824,0.7243,0.9018,0.8284,4
443133,2517.0769,874.5991,653.3885,0.6647,0.8789,0.8588,4
423624,2498.9399,876.5175,627.7153,0.6979,0.8525,0.8379,4
458286,2531.311,883.0855,664.6406,0.6584,0.8988,0.865,4
370044,2360.1101,782.888,614.0868,0.6203,0.8348,0.8768,4
434469,2485.9231,889.1929,623.58,0.7129,0.8835,0.8364,4
371120,2364.0029,796.3392,601.9151,0.6547,0.8345,0.8632,4
348865,2253.7971,790.249,567.2316,0.6963,0.8631,0.8434,4
428711,2570.7129,815.3513,679.2316,0.5532,0.8152,0.9061,4
426871,2497.0759,886.3205,618.4668,0.7163,0.8603,0.8318,4
379870,2419.293,828.3665,595.388,0.6953,0.8156,0.8396,4
424512,2477.283,853.4615,642.9758,0.6576,0.8693,0.8614,4
386254,2373.4509,810.4177,614.5104,0.6519,0.8616,0.8653,4
380218,2409.468,819.8986,607.0649,0.6722,0.823,0.8486,4
318076,2122.4241,744.774,547.181,0.6784,0.8873,0.8545,4
376202,2367.498,825.6102,585.3541,0.7052,0.8434,0.8383,4
384740,2328.2771,761.6957,647.8665,0.5259,0.8919,0.9189,4
439841,2570.469,943.8856,599.791,0.7721,0.8365,0.7928,4
360009,2364.8181,837.6556,555.9177,0.748,0.809,0.8083,4
294328,2113.1379,707.908,578.8624,0.5756,0.8283,0.8648,4
282314,2022.266,717.5192,504.457,0.7111,0.8675,0.8356,4
355208,2384.4971,797.2854,578.7468,0.6878,0.7851,0.8435,4
402655,2460.917,893.8253,578.3685,0.7624,0.8355,0.8011,4
380874,2389.124,854.1578,570.7399,0.744,0.8385,0.8153,4
280204,2147.4031,782.5893,461.9426,0.8072,0.7636,0.7632,4
442937,2627.9509,862.5596,659.603,0.6444,0.806,0.8706,4
415763,2426.729,843.814,633.7881,0.6602,0.8872,0.8622,4
420744,2434.3379,865.7617,620.3712,0.6975,0.8922,0.8454,4
321282,2090.699,681.3436,604.7192,0.4607,0.9237,0.9387,4
453626,2537.668,937.6924,622.2681,0.7481,0.8852,0.8105,4
365294,2242.248,755.7875,618.311,0.5751,0.913,0.9024,4
419063,2463.595,857.5016,628.4494,0.6804,0.8677,0.8518,4
293332,2079.7439,706.2109,545.302,0.6354,0.8522,0.8654,4
379699,2315.4099,826.4971,588.5672,0.7021,0.89,0.8413,4
404623,2452.6919,830.7855,626.1453,0.6572,0.8452,0.864,4
310342,2140.4629,713.5881,578.9772,0.5845,0.8512,0.8809,4
403834,2447.0029,893.8555,585.3982,0.7557,0.8475,0.8022,4
401353,2489.5581,884.2215,593.9569,0.7408,0.8138,0.8085,4
360876,2298.8279,808.2624,573.2375,0.705,0.8581,0.8387,4
394103,2499.8979,820.2778,617.9729,0.6576,0.7925,0.8636,4
379405,2400.584,823.7263,595.5487,0.6909,0.8273,0.8438,4
375310,2402.406,802.1452,604.5172,0.6573,0.8172,0.8618,4
339989,2231.875,785.7068,559.6172,0.7019,0.8577,0.8374,4
385428,2473.9919,859.162,580.8442,0.7368,0.7913,0.8154,4
354782,2409.512,795.9382,578.1101,0.6874,0.7679,0.8444,4
394814,2429.5791,867.8884,588.9705,0.7345,0.8405,0.8169,4
414065,2406.9331,802.006,662.986,0.5627,0.8982,0.9053,4
373187,2441.991,852.2258,570.3242,0.7431,0.7864,0.8088,4
423852,2424.627,826.4653,654.4321,0.6107,0.906,0.8889,4
419805,2507.5659,862.3845,623.2335,0.6912,0.839,0.8478,4
378359,2342.5061,849.3478,569.2149,0.7422,0.8665,0.8172,4
346463,2190.554,786.7602,561.9791,0.6998,0.9073,0.8442,4
382056,2398.884,836.171,590.8513,0.7076,0.8343,0.8341,4
360205,2229.2061,774.3602,594.9182,0.6401,0.9109,0.8746,4
360221,2301.4319,799.5422,581.7543,0.686,0.8546,0.847,4
392670,2426.929,839.151,608.4485,0.6887,0.8378,0.8426,4
315427,2116.438,756.3036,543.8585,0.6949,0.8849,0.8379,4
334154,2186.3491,785.2363,545.4142,0.7194,0.8785,0.8307,4
388051,2365.0149,849.6564,591.2424,0.7182,0.8718,0.8273,4
368211,2236.3711,767.4142,615.9827,0.5964,0.9252,0.8922,4
352881,2314.887,873.1453,520.1225,0.8032,0.8275,0.7677,4
351971,2196.5869,783.0325,579.0363,0.6732,0.9167,0.8549,4
412916,2413.863,833.7471,640.3206,0.6404,0.8905,0.8697,4
402258,2529.0601,879.1948,598.7283,0.7323,0.7903,0.814,4
346126,2236.075,796.4923,555.0388,0.7172,0.8699,0.8335,4
380495,2354.437,805.2894,606.553,0.6578,0.8626,0.8643,4
405536,2434.855,883.4255,593.9301,0.7403,0.8596,0.8134,4
374069,2316.5759,843.6231,568.7056,0.7386,0.8759,0.8181,4
409026,2374.2561,841.9844,627.4827,0.6668,0.9118,0.8571,4
359018,2276.5271,819.6603,571.9311,0.7163,0.8705,0.8249,4
395127,2354.0039,829.4393,613.8098,0.6726,0.896,0.8551,4
368512,2294.5259,786.4102,602.9735,0.642,0.8796,0.871,4
410233,2402.864,834.9078,633.4919,0.6514,0.8929,0.8656,4
385907,2330.0549,824.371,600.6796,0.6849,0.8932,0.8503,4
417314,2439.98,834.7051,644.6805,0.6352,0.8808,0.8733,4
379703,2327.3159,808.626,603.513,0.6656,0.8809,0.8599,4
377612,2362.448,829.2473,589.1064,0.7038,0.8502,0.8362,4
316184,2170.9709,770.8669,546.0904,0.7058,0.843,0.8231,4
398448,2435.2981,873.0358,590.1165,0.737,0.8443,0.8158,4
365350,2262.248,826.7336,569.2995,0.7251,0.8971,0.825,4
353219,2326.47,821.9995,558.0138,0.7343,0.8201,0.8158,4
379002,2529.803,860.1957,573.9624,0.7448,0.7442,0.8076,4
350929,2255.021,783.9074,580.9299,0.6714,0.8672,0.8527,4
349240,2243.5029,775.2019,584.65,0.6567,0.8719,0.8602,4
389395,2408.4829,892.5831,560.5852,0.7782,0.8436,0.7889,4
442588,2718.394,849.6819,672.2542,0.6116,0.7526,0.8835,4
417895,2456.103,855.4005,632.3137,0.6735,0.8705,0.8527,4
419639,2478.1851,915.9321,587.1704,0.7675,0.8587,0.798,4
382799,2370.5449,868.9788,572.6002,0.7522,0.856,0.8034,4
343845,2197.675,774.8041,569.8189,0.6776,0.8946,0.854,4
387499,2453.094,849.3842,590.2296,0.7191,0.8092,0.827,4
419881,2440.189,843.5652,645.4122,0.6439,0.8861,0.8668,4
376183,2327.835,823.8969,589.002,0.6992,0.8724,0.84,4
436352,2633.251,863.0063,650.1967,0.6576,0.7908,0.8637,4
343814,2231.1201,786.3395,563.5261,0.6974,0.8679,0.8414,4
435003,2521.8469,870.0806,647.3481,0.6682,0.8595,0.8553,4
345078,2204.9231,787.3609,566.3853,0.6947,0.8919,0.8419,4
362850,2295.7791,802.9214,584.5999,0.6855,0.8651,0.8465,4
412688,2640.7351,924.9248,576.3412,0.7821,0.7437,0.7837,4
399876,2377.1899,821.8986,628.6398,0.6442,0.8892,0.8682,4
402063,2547.897,884.2006,606.6811,0.7275,0.7783,0.8092,4
389064,2342.3311,826.6586,603.5352,0.6834,0.8911,0.8514,4
420809,2512.29,828.7861,656.6302,0.6102,0.8378,0.8832,4
335782,2171.8191,784.9254,548.2628,0.7156,0.8946,0.833,4
425374,2466.8701,847.059,647.6719,0.6445,0.8784,0.8688,4
391106,2369.116,856.8085,587.2197,0.7282,0.8757,0.8236,4
344013,2195.156,823.1342,534.9045,0.7601,0.8971,0.804,4
426615,2450.561,799.2291,691.8159,0.5007,0.8927,0.9222,4
345938,2256.375,828.0157,536.2778,0.7619,0.8539,0.8015,4
403486,2348.0891,834.4036,620.4424,0.6687,0.9196,0.859,4
445394,2482.9741,880.809,647.2557,0.6782,0.9078,0.855,4
410745,2438.5959,904.5048,583.305,0.7643,0.868,0.7995,4
473650,2597.4441,891.0983,685.71,0.6386,0.8822,0.8715,4
294001,2074.262,732.5558,526.1931,0.6957,0.8587,0.8352,4
420057,2443.8411,836.4046,648.322,0.6318,0.8838,0.8744,4
397581,2408.3799,833.4241,612.3292,0.6784,0.8614,0.8537,4
359037,2249.9441,783.8896,614.4819,0.6209,0.8913,0.8625,4
337806,2227.0901,814.9735,542.2561,0.7465,0.8559,0.8047,4
413120,2426.52,824.3616,645.8687,0.6214,0.8817,0.8798,4
418304,2393.2261,819.7679,666.4039,0.5824,0.9178,0.8902,4
443091,2540.2661,900.9417,635.8699,0.7084,0.8629,0.8337,4
474303,2567.4089,904.8582,670.7078,0.6713,0.9042,0.8588,4
438566,2547.54,911.9298,620.2306,0.7331,0.8492,0.8194,4
306838,2083.2939,735.817,538.9604,0.6808,0.8884,0.8495,4
443310,2505.5481,847.0129,674.6112,0.6047,0.8874,0.887,4
404061,2413.9541,881.0171,591.0157,0.7416,0.8714,0.8141,4
363000,2213.5681,758.2262,614.7969,0.5853,0.931,0.8966,4
338672,2246.271,810.6025,546.3474,0.7387,0.8435,0.8101,4
409795,2455.8789,846.9769,626.7124,0.6727,0.8538,0.8528,4
415137,2366.7019,817.0651,652.5554,0.6018,0.9314,0.8898,4
412809,2519.761,907.7038,591.211,0.7588,0.817,0.7987,4
476879,2615.5859,920.805,661.1169,0.6961,0.876,0.8462,4
421712,2499.386,881.3112,620.4713,0.7102,0.8483,0.8314,4
306429,2104.136,748.6997,527.6392,0.7095,0.8697,0.8343,4
485302,2644.2271,935.4223,666.793,0.7013,0.8722,0.8403,4
407286,2448.384,870.6734,604.8426,0.7193,0.8538,0.8271,4
365333,2322.74,856.04,548.2668,0.768,0.8509,0.7967,4
322070,2190.1379,794.1199,526.4727,0.7487,0.8438,0.8064,4
391145,2403.439,886.7218,564.2692,0.7714,0.8509,0.7959,4
393597,2314.4861,786.859,640.9199,0.5801,0.9233,0.8997,4
410245,2504.6201,894.1769,596.6318,0.7448,0.8218,0.8083,4
471281,2625.2109,904.7755,672.9673,0.6684,0.8593,0.8562,4
401863,2463.082,852.3126,617.6403,0.6891,0.8324,0.8393,4
466516,2517.989,859.3656,695.9106,0.5867,0.9246,0.8968,4
313775,2112.8359,761.2759,531.9149,0.7154,0.8833,0.8303,4
375249,2361.915,845.2822,571.5057,0.7368,0.8453,0.8177,4
410371,2472.636,905.2772,583.0439,0.765,0.8435,0.7985,4
334390,2217.8301,802.2562,542.3231,0.7369,0.8543,0.8133,4
421946,2481.4951,897.4323,606.2374,0.7373,0.8611,0.8167,4
378125,2338.3799,826.2022,592.3029,0.6972,0.869,0.8398,4
452293,2540.5979,918.8098,628.7631,0.7292,0.8806,0.8259,4
339538,2261.261,727.2855,607.8656,0.549,0.8344,0.9041,4
448634,2522.3091,906.9396,631.2845,0.718,0.8861,0.8333,4
369382,2397.4419,819.9177,583.7723,0.7022,0.8076,0.8364,4
430797,2525.6411,933.526,595.9404,0.7697,0.8487,0.7934,4
403926,2464.7891,843.9724,625.0685,0.6719,0.8355,0.8497,4
350033,2232.9929,801.6467,558.6144,0.7172,0.8822,0.8328,4
362994,2338.2161,834.395,563.8201,0.7372,0.8343,0.8148,4
468855,2620.2681,918.2051,662.6828,0.6922,0.8581,0.8415,4
388951,2422.0439,781.0228,640.3862,0.5725,0.8332,0.901,4
329691,2811.9971,899.2563,475.1783,0.849,0.5239,0.7205,5
334283,2307.666,868.3939,492.134,0.8239,0.7888,0.7513,5
346537,2315.5601,910.2367,486.0287,0.8455,0.8122,0.7298,5
345062,2668.8879,944.9453,468.3525,0.8685,0.6088,0.7015,5
332213,2502.166,887.0002,480.4225,0.8406,0.6668,0.7332,5
360895,2317.3181,879.8793,523.5499,0.8037,0.8445,0.7704,5
261748,2147.834,843.7059,399.5622,0.8808,0.713,0.6842,5
272004,2183.8789,899.807,391.8441,0.9002,0.7167,0.654,5
310636,2172.677,799.2029,499.2812,0.7808,0.8269,0.7869,5
390161,2501.55,961.1851,518.9106,0.8418,0.7835,0.7333,5
1987,2289.3059,1222.723,2.2832,1,0.0048,0.0411,5
324871,2196.303,817.7822,518.3866,0.7734,0.8463,0.7865,5
296641,2042.588,760.566,498.9828,0.7547,0.8935,0.808,5
315981,2314.436,923.5089,441.0663,0.8786,0.7413,0.6868,5
316348,2251.885,888.2238,461.0983,0.8547,0.7839,0.7145,5
307075,2120.0061,757.7748,517.7811,0.7301,0.8586,0.8252,5
342249,2263.8721,861.6223,507.2628,0.8083,0.8392,0.7661,5
319486,2155.209,811.8257,503.8588,0.7841,0.8643,0.7856,5
338159,2412.6431,885.6038,489.3434,0.8335,0.73,0.7409,5
336865,2580.1411,882.9647,488.4337,0.8331,0.6359,0.7417,5
343471,2252.614,836.8517,533.9788,0.77,0.8506,0.7902,5
305281,2094.0471,784.4472,497.3204,0.7734,0.8749,0.7948,5
343837,2401.0491,932.5298,474.1729,0.8611,0.7495,0.7095,5
368888,2340.272,900.6602,522.6354,0.8144,0.8464,0.7609,5
304269,2135.521,799.3446,485.4948,0.7944,0.8384,0.7787,5
344693,2275.437,859.6257,513.2087,0.8022,0.8366,0.7707,5
329844,2263.136,830.3763,511.5652,0.7877,0.8093,0.7804,5
379392,2423.8159,923.5928,526.172,0.8219,0.8115,0.7525,5
369552,2425.3091,907.0522,520.784,0.8188,0.7895,0.7562,5
348682,2230.7729,868.1721,514.5999,0.8054,0.8805,0.7675,5
333946,2397.759,899.7597,479.4367,0.8462,0.7299,0.7247,5
390524,2520.322,880.0991,570.349,0.7616,0.7726,0.8012,5
314958,2248.6421,868.9798,464.3831,0.8452,0.7827,0.7287,5
260563,1975.374,762.5055,437.851,0.8187,0.8391,0.7554,5
305013,2128.178,791.0696,492.8919,0.7822,0.8463,0.7878,5
309308,2247.3501,849.9919,470.8614,0.8325,0.7696,0.7383,5
292394,2104.054,786.5365,476.3308,0.7958,0.83,0.7757,5
299508,2159.3999,831.4197,466.0862,0.8281,0.8071,0.7427,5
438181,2603.1021,946.6895,593.0048,0.7795,0.8126,0.789,5
306542,2415.4199,885.6404,446.5649,0.8636,0.6603,0.7054,5
298963,2119.7129,722.8275,544.2319,0.6581,0.8361,0.8536,5
341948,2344.6541,915.7393,480.3995,0.8513,0.7817,0.7205,5
266271,1979.91,765.7112,444.7476,0.814,0.8536,0.7604,5
324322,2206.6931,836.2029,495.7765,0.8053,0.837,0.7685,5
358061,2341.7161,898.2679,510.7881,0.8226,0.8205,0.7517,5
305436,2113.0339,785.2101,497.2452,0.7739,0.8596,0.7942,5
324333,2251.9519,872.6161,480.502,0.8347,0.8037,0.7364,5
363949,2395.4839,910.101,514.1874,0.8251,0.797,0.748,5
359736,2309.425,885.5075,519.3417,0.81,0.8476,0.7643,5
346812,2241.5271,822.7707,541.0915,0.7533,0.8674,0.8077,5
291741,2173.8501,825.0677,453.8622,0.8351,0.7758,0.7387,5
285591,2033.105,769.5074,475.9642,0.7858,0.8682,0.7836,5
405080,2529.947,908.9462,572.9896,0.7763,0.7953,0.7901,5
324072,2286.123,910.458,458.4029,0.864,0.7792,0.7055,5
417042,2416.6079,900.7124,591.0679,0.7546,0.8974,0.809,5
353934,2500.2959,1036.5886,444.3591,0.9035,0.7115,0.6476,5
396005,2696.511,1070.647,481.6583,0.8931,0.6844,0.6632,5
429984,2502.5491,919.503,597.7715,0.7598,0.8628,0.8047,5
314398,2301.7771,901.9976,449.2205,0.8672,0.7457,0.7014,5
406895,2607.74,942.4899,555.5389,0.8078,0.7519,0.7637,5
301865,2105.5049,781.5297,494.9785,0.7739,0.8557,0.7933,5
287242,2113.79,813.7664,452.3801,0.8312,0.8079,0.7432,5
325494,2306.311,852.4514,502.0418,0.8082,0.769,0.7552,5
356651,2280.439,835.3093,546.3404,0.7564,0.8618,0.8067,5
348293,2552.9199,855.3557,526.3486,0.7882,0.6716,0.7785,5
390961,2480.5339,991.6502,505.0957,0.8606,0.7985,0.7115,5
265688,2372.804,888.2209,387.3163,0.8999,0.593,0.6548,5
371994,2623.8569,951.4442,502.8416,0.8489,0.679,0.7233,5
340970,2301.739,902.88,483.9293,0.8442,0.8087,0.7298,5
330662,2226.217,852.117,495.9751,0.8132,0.8384,0.7615,5
379834,2640.3721,937.067,524.6108,0.8286,0.6847,0.7421,5
354939,2431.9409,902.0753,504.1099,0.8293,0.7541,0.7452,5
376345,2531.1399,876.8118,553.4316,0.7756,0.7382,0.7895,5
348611,2413.0229,902.8517,498.4926,0.8338,0.7524,0.7379,5
318189,2250.4331,848.323,483.1063,0.822,0.7895,0.7503,5
342189,2271.408,864.2709,505.7227,0.8109,0.8335,0.7637,5
350325,2386.7781,963.5161,465.2725,0.8757,0.7728,0.6932,5
346091,2297.6211,897.7186,496.3939,0.8332,0.8238,0.7395,5
275863,2157.9819,886.1564,400.3563,0.8921,0.7444,0.6688,5
376776,2534.9299,964.1249,506.2896,0.851,0.7368,0.7184,5
357359,2419.9121,913.3724,501.1158,0.8361,0.7669,0.7385,5
363778,2324.1609,857.509,541.6883,0.7752,0.8463,0.7937,5
352817,2468.679,898.7985,505.8577,0.8266,0.7275,0.7457,5
350607,2425.6589,916.2908,494.7873,0.8417,0.7488,0.7292,5
333356,2242.688,880.4042,483.8072,0.8355,0.8329,0.74,5
359297,2564.9961,931.986,495.4669,0.847,0.6863,0.7257,5
315682,2219.7009,832.1495,487.2321,0.8107,0.8051,0.7619,5
353128,2372.927,936.3535,482.3184,0.8571,0.7881,0.7161,5
316583,2338.8291,837.3405,488.8563,0.8119,0.7273,0.7582,5
338426,2288.4929,898.1483,484.7289,0.8419,0.812,0.7309,5
349290,2386.824,930.0695,482.6588,0.8548,0.7705,0.717,5
389431,2594.9729,936.1578,538.0767,0.8183,0.7267,0.7522,5
306975,2306.0681,903.5196,446.9451,0.8691,0.7254,0.6919,5
400224,2554.7119,915.1979,563.0368,0.7884,0.7706,0.78,5
322879,2275.9231,876.8048,473.0537,0.842,0.7833,0.7313,5
320184,2268.2141,854.9136,488.2705,0.8209,0.7821,0.7468,5
308867,2263.426,922.5724,431.2169,0.884,0.7576,0.6797,5
379575,2457.2781,911.2972,536.4752,0.8084,0.7899,0.7629,5
357334,2371.709,915.1829,499.5417,0.8379,0.7983,0.737,5
295382,2141.585,836.4148,452.4544,0.8411,0.8093,0.7332,5
337999,2342.979,946.6573,459.5275,0.8743,0.7737,0.693,5
382630,2509.5149,999.2378,491.9224,0.8704,0.7635,0.6985,5
378755,2462.074,936.0067,520.477,0.8311,0.7852,0.7419,5
335932,2267.6841,881.6727,489.0849,0.832,0.8209,0.7418,5
300103,2210.627,881.5925,438.5843,0.8675,0.7717,0.7012,5
336558,2423.491,850.3224,507.3458,0.8025,0.7201,0.7698,5
310788,2274.5811,860.0978,463.9492,0.842,0.7549,0.7314,5
424101,2611.3301,1009.0076,539.5266,0.845,0.7815,0.7283,5
326996,2447.4109,852.5339,494.461,0.8146,0.686,0.7569,5
384998,2386.5979,942.1682,521.4256,0.8329,0.8494,0.7431,5
376389,2409.259,941.2642,509.9813,0.8405,0.8149,0.7355,5
369053,2355.499,924.204,510.8777,0.8333,0.8359,0.7417,5
342828,2287.8721,844.0139,520.2556,0.7874,0.823,0.7828,5
367743,2319.2041,909.394,517.7361,0.8221,0.8592,0.7524,5
396837,2555.075,982.9867,518.2283,0.8497,0.7639,0.7231,5
276472,2094.603,769.9008,462.089,0.7999,0.7919,0.7706,5
321037,2208.8621,886.9792,463.216,0.8528,0.8269,0.7208,5
329750,2236.6001,887.1417,474.9108,0.8446,0.8284,0.7304,5
359590,2390.23,962.7033,478.9148,0.8675,0.7909,0.7029,5
367307,2557.634,930.2054,506.424,0.8388,0.7056,0.7352,5
331115,2316.8181,844.9014,503.534,0.803,0.7752,0.7685,5
348793,2331.863,908.0755,499.5217,0.8351,0.8061,0.7339,5
367332,2357.595,904.4373,520.1105,0.8181,0.8305,0.7561,5
424394,2710.5901,1040.5283,524.012,0.8639,0.7259,0.7065,5
291190,2207.376,786.9467,477.844,0.7945,0.751,0.7737,5
298760,2184.9109,842.4735,453.8198,0.8425,0.7864,0.7321,5
382402,2575.439,914.6583,536.5853,0.8098,0.7245,0.7629,5
317955,2282.6021,857.2585,477.4725,0.8305,0.7669,0.7422,5
401589,2412.8311,841.7765,609.9025,0.6892,0.8668,0.8495,5
338610,2722.6831,893.1884,491.8964,0.8347,0.574,0.7351,5
373834,2328.502,857.2696,556.9949,0.7602,0.8664,0.8048,5
391376,2544.783,897.7682,557.4372,0.7839,0.7595,0.7863,5
310795,2429.0669,878.1395,455.6671,0.8548,0.6619,0.7164,5
364607,2297.5901,813.4385,573.2492,0.7095,0.8679,0.8376,5
325380,2254.8821,863.1747,483.1501,0.8287,0.8042,0.7457,5
343379,2360.467,919.113,479.2314,0.8533,0.7744,0.7194,5
298236,2200.0559,868.1497,444.6231,0.8589,0.7743,0.7098,5
307420,2221.959,867.9562,457.0818,0.8501,0.7825,0.7208,5
364261,2588.145,987.3378,478.3656,0.8748,0.6834,0.6898,5
387240,2410.8999,920.8607,539.2838,0.8106,0.8372,0.7625,5
351580,2424.6331,914.5834,494.2882,0.8414,0.7515,0.7315,5
318125,2211.4131,838.0247,496.6458,0.8055,0.8175,0.7594,5
325847,2354.845,853.3223,491.4482,0.8175,0.7384,0.7548,5
417499,2586.47,1001.9357,534.8173,0.8456,0.7842,0.7277,5
299458,2141.3279,841.7073,456.2444,0.8403,0.8207,0.7336,5
364617,2623.2151,871.7518,540.7759,0.7843,0.6659,0.7816,5
354060,2492.134,871.677,525.1666,0.7981,0.7164,0.7703,5
362684,2407.593,925.5394,506.546,0.8369,0.7863,0.7342,5
310190,2223.6509,862.0129,464.774,0.8422,0.7883,0.729,5
333850,2349.7009,845.816,509.6266,0.7981,0.7599,0.7708,5
306371,2160.9741,795.8485,498.9199,0.7791,0.8244,0.7848,5
282259,2100.0061,808.4828,446.3885,0.8338,0.8043,0.7415,5
291259,2136.6079,825.5577,452.6159,0.8363,0.8018,0.7376,5
362960,2485.04,932.6669,505.3012,0.8405,0.7386,0.7289,5
370661,2404.842,953.9807,498.8006,0.8524,0.8054,0.7201,5
370687,2481.958,917.0978,521.7222,0.8224,0.7562,0.7491,5
361058,2397.439,904.1469,513.4807,0.8231,0.7894,0.7499,5
334863,2282.0659,872.7985,490.8819,0.8268,0.808,0.7481,5
289774,2146.249,812.8783,462.5508,0.8223,0.7905,0.7472,5
310151,2237.895,812.6631,491.8975,0.796,0.7782,0.7733,5
277447,2027.295,798.4498,444.0995,0.831,0.8483,0.7444,5
287291,2121.5859,836.7213,440.0023,0.8506,0.8021,0.7228,5
326670,2259.6599,888.6778,471.2458,0.8478,0.804,0.7257,5
297174,2155.959,779.7753,488.4755,0.7795,0.8034,0.7888,5
305032,2311.6509,861.9067,455.7622,0.8488,0.7173,0.723,5
304948,2185.3789,829.9847,473.5959,0.8212,0.8024,0.7508,5
309025,2163.1311,831.9025,477.1172,0.8192,0.8299,0.754,5
276143,2079.627,820.3309,432.2186,0.8499,0.8024,0.7228,5
338914,2247.1541,868.6652,498.7621,0.8187,0.8434,0.7562,5
355763,2424.814,990.7361,458.7359,0.8863,0.7604,0.6793,5
391450,2479.239,892.5263,560.6314,0.7781,0.8003,0.791,5
304684,2173.7949,890.8111,437.7785,0.8709,0.8103,0.6992,5
283770,2096.7639,775.8751,468.8516,0.7968,0.8111,0.7747,5
275775,2000.7679,723.755,488.6776,0.7376,0.8657,0.8187,5
286603,2058.97,782.1415,469.3111,0.8,0.8496,0.7723,5
326090,2386.698,803.0966,519.4846,0.7626,0.7194,0.8023,5
272635,2195.2859,776.0174,450.5913,0.8142,0.7109,0.7592,5
337948,2288.22,884.1144,492.5711,0.8304,0.8111,0.7419,5
347931,2379.052,949.2151,468.3536,0.8698,0.7725,0.7012,5
296161,2355.0471,884.1443,429.3063,0.8742,0.671,0.6945,5
361867,2681.0071,909.2697,510.2585,0.8277,0.6326,0.7465,5
283096,2134.1521,842.0992,431.0886,0.859,0.7811,0.7129,5
282651,2115.1909,849.2612,427.8779,0.8638,0.7939,0.7064,5
382243,2515.0081,983.1814,498.3077,0.862,0.7594,0.7096,5
328626,2411.4719,878.9201,485.9003,0.8333,0.7101,0.736,5
351367,2301.5859,875.3801,513.9609,0.8095,0.8335,0.7641,5
306787,2205.3831,851.6366,461.404,0.8405,0.7926,0.7339,5
354813,2323.3391,908.402,502.3913,0.8331,0.826,0.7399,5
326893,2297.4441,889.015,473.2075,0.8466,0.7783,0.7257,5
335351,2445.8889,976.2505,441.572,0.8919,0.7044,0.6693,5
